queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
51,案例E2,东京虎之门之丘（海外）,五、混合业态资产激活,待核验,高,P0,B003,已搜索,部分核验,
52,案例E3,深圳后海片区,五、混合业态资产激活,待核验,高,P0,B003,已搜索,部分核验,
53,案例E4,上海西岸梦中心,五、混合业态资产激活,待核验,高,P0,B003,已搜索,部分核验,
54,案例E5,东莞旗云广场,五、混合业态资产激活,待核验,高,P0,B003,已搜索,部分核验,
55,案例E6,成都凯德天府,五、混合业态资产激活,待核验,高,P0,B003,已搜索,线索,
56,案例E7,武汉麓客岛,五、混合业态资产激活,待核验,高,P0,B003,已搜索,线索,
57,案例E8,上海乐高乐园旁爱琴海缤纷里,五、混合业态资产激活,待核验,高,P0,B003,已搜索,线索,
58,案例D1,南京景枫中心·再地,四、社区型非标商业,待核验,高,P0,B003,已搜索,部分核验,
59,案例D2,上海YEAHH PARK,四、社区型非标商业,待核验,高,P0,B003,已搜索,线索,
60,案例D3,麓湖cpi Factory 09,四、社区型非标商业,待核验,高,P0,B003,已搜索,部分核验,
61,案例D4,上海PAC购物中心,四、社区型非标商业,待核验,高,P0,B003,已搜索,部分核验,
62,案例D5,三亚东岸麓洲,四、社区型非标商业,待核验,高,P0,B003,已搜索,部分核验,
63,案例D6,武汉招商蛇口社区营造,四、社区型非标商业,待核验,高,P0,B003,已搜索,部分核验,
64,案例D7,武汉上岸公园,四、社区型非标商业,待核验,高,P0,B003,已搜索,部分核验,
65,案例D8,上海浦发唐镇印象汇,四、社区型非标商业,待核验,高,P0,B003,已搜索,部分核验,
66,案例D9,深圳华侨城OCT PARK,四、社区型非标商业,待核验,高,P0,B003,已搜索,线索,
67,案例A100,深圳 K11 ECOAST,一、区域型购物中心/综合体,待核验,高,P1,B003,已搜索,线索,
68,案例A101,成都银泰中心 in99,一、区域型购物中心/综合体,待核验,高,P1,B003,已搜索,部分核验,
69,案例A102,EMSPHERE（海外）,一、区域型购物中心/综合体,待核验,高,P1,B003,已搜索,部分核验,
70,案例A103,韩国商场（海外）,一、区域型购物中心/综合体,待核验,高,P1,B003,已搜索,线索,
71,案例A104,NEWoMan（海外）,一、区域型购物中心/综合体,待核验,高,P1,B003,已搜索,线索,
72,案例A105,沙漠奥莱（海外）,一、区域型购物中心/综合体,待核验,高,P1,B003,已搜索,线索,
73,案例A106,洛杉矶小众商场（海外）,一、区域型购物中心/综合体,待核验,高,P1,B003,已搜索,线索,
74,案例A23,南湖天地,一、区域型购物中心/综合体,待核验,高,P1,B003,已搜索,部分核验,
75,案例A25,老城根G park,一、区域型购物中心/综合体,待核验,高,P1,B003,已搜索,部分核验,
