queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
276,案例B74,沈北吾悦广场,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
277,案例B75,罗湖益田假日广场,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
278,案例B76,郑东万象城,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
279,案例B77,顺德万象汇,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
280,案例B78,乌鲁木齐CCMALL时代广场,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
281,案例B79,京都文旅商业（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
282,案例B80,成都COSMO,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
283,案例B81,广州天环,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
284,案例B82,重庆北城天街,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
285,案例B83,腊肠岛欧米卡之terris（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,线索,
286,案例B84,西安小寨原力场,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
287,案例B85,潮流盒子·武汉X118,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
288,案例B86,厦门大悦城,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
289,案例B87,魏坡新序,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
290,案例B88,顺德ALSO,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
291,案例B89,深圳深业上城,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
292,案例B90,青岛万象城,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
293,案例B91,北京超极合生汇,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
294,案例B92,广州番禺OMG网红街,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,线索,
295,案例B93,广州九龙湖阿那亚（岭南版阿那亚）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
296,案例B94,深圳大运天地,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
297,案例B95,泡泡玛特小野全球首家门店,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
298,案例B96,三亚海棠湾生态公园（华润片区统筹）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,去重：与案例E21同项目（三亚华润海棠湾片区统筹），并入DG22
299,案例B97,北海道新千岁机场（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B012,已搜索,部分核验,
300,案例E10,重庆万华麓系公园式商业,五、混合业态资产激活,待核验,高,P1,B012,已搜索,部分核验,
