queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
251,案例B49,"环南昆山-罗浮山""8""字形山野公路驿站群",二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
252,案例B50,杭州湖滨in77,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
253,案例B51,上海华润时代广场,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
254,案例B52,成都麓湖CPI,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
255,案例B53,上海苏河湾（华润置地城市更新）,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
256,案例B54,朝天门广场/朝天门城里,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,去重：与案例B30同项目（重庆来福士广场/朝天门区域），并入DG21
257,案例B55,Salomon萨洛蒙成都太古里店,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
258,案例B56,成都麓湖商业,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
259,案例B57,杭州城北万象城,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
260,案例B58,资阳临空经济区,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
261,案例B59,乌镇戏剧节,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
262,案例B60,厦门海上世界,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
263,案例B61,成都麓镇,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
264,案例B62,武汉万象城,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
265,案例B63,成都大旗茶馆,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
266,案例B64,宜宾天地,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
267,案例B65,渝北光环花园城,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
268,案例B66,北京通州领展广场,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
269,案例B67,佛山宏宇·GDC国际科教体育竞速中心,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
270,案例B68,晋中天美杉杉奥特莱斯,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
271,案例B69,芜湖古城,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
272,案例B70,合肥银泰in77,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
273,案例B71,景德镇瓷文化市集,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
274,案例B72,西安万象城（生命之树）,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
275,案例B73,成都娇子人行桥,二、城市级概念/产业文商旅,待核验,高,P1,B011,已搜索,部分核验,
