queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
76,案例A26,成都万象城,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
77,案例A27,武汉荟聚,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
78,案例A28,万象滨海购物村（MIXC Village）,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
79,案例A30,南宁万象城,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,线索,
80,案例A31,成都SKP,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
81,案例A32,Eataly中国首店（海外）,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,线索,
82,案例A33,深圳万象天地,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
83,案例A34,西安MOMOPARK,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
84,案例A35,上海新天地,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
85,案例A36,东京玉川高岛屋（海外）,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
86,案例A37,深圳大运天地,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
87,案例A38,万象商业北京区域（百分百万象季）,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
88,案例A39,东京中城（海外）,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
89,案例A40,成都MUJI太古里旗舰店,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
90,案例A41,东京三越本店（海外）,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
91,案例A42,上海美罗城,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
92,案例A43,长春万达茂,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
93,案例A44,东京高轮NEWoMan（海外）,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
94,案例A45,北京超极合生汇,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
95,案例A46,中山海雅缤纷天地,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
96,案例A47,三亚大悦城,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
97,案例A48,北京海淀大悦城,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
98,案例A49,成都后花园爱琴海,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,线索,
99,案例A50,深圳万象天地（百分百万象季）,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
100,案例A51,杭州中心,一、区域型购物中心/综合体,待核验,高,P1,B004,已搜索,部分核验,
