queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
226,案例B23,南京光环花园城,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
227,案例B24,MINISO Gallery（上海外滩）,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
228,案例B25,温州南食召,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
229,案例B27,上海蟠龙水市,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
230,案例B28,博多运河城（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
231,案例B29,重庆江陵茶馆,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
232,案例B30,重庆朝天门·城里,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
233,案例B31,上海新六百YOUNG,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
234,案例B32,悉尼新鱼市（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
235,案例B33,重庆东原致新·一奥天地,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
236,案例B34,福州万象城,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
237,案例B35,成都眉山春游音乐节,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
238,案例B36,上海时装周,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
239,案例B37,迪拜（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
240,案例B38,由布院（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
241,案例B39,深圳中航城君尚,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
242,案例B40,阿尔萨卡Avenue（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
243,案例B41,F1上海站,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
244,案例B42,广州春节文旅,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
245,案例B43,福州上下杭,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
246,案例B44,成都东郊记忆SC Shop潮牌集合店,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
247,案例B45,Last Exit Truck Park货车公园（海外）,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
248,案例B46,阿那亚三亚,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
249,案例B47,北京泡泡玛特画廊,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
250,案例B48,广州保利广场,二、城市级概念/产业文商旅,待核验,高,P1,B010,未开始,未整理,
