queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
401,案例D52,北京牛街法院寺旁JM咖啡,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
402,案例D53,武汉嘉佰汇,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
403,案例D54,上海大地茶场（淮海路店）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
404,案例D55,成都保利时光里,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
405,案例D56,成都门德里咖啡（regular原野店）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
406,案例D57,阿那亚第八食堂,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
407,案例D58,佛山保利水城时光汇,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
408,案例D59,墨尔本Chadstone（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
409,案例D60,武汉光谷KIC PARK,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
410,案例D61,广西北海阿萨卡,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
411,案例D62,成都COSMO血脉计划,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
412,案例D63,华润置地润比邻社群,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
413,案例D64,深圳山池咖啡,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
414,案例D65,武汉滨江天街,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
415,案例D66,北京永定合集,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
416,案例D67,上海新天地社区品牌,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
417,案例D68,曼谷friend friend（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
418,案例D69,曼谷PINO VI（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,线索,
419,案例D70,郑州嵩南印象城,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
420,案例D71,深圳坂田天安云谷,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
421,案例D72,沈阳陈家桥入口天物面包店,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
422,案例D73,贵阳万象城,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
423,案例D74,吉隆坡百年老屋群（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
424,案例D75,上海IP痛城经济,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
425,案例D76,曼谷WWA CafeX Chooseless（海外）,四、社区型非标商业,待核验,高,P1,B017,已搜索,部分核验,
