queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
351,案例E61,KITTE大阪（海外）,五、混合业态资产激活,待核验,高,P1,B015,未开始,未整理,
352,案例E62,深圳Kaledo,五、混合业态资产激活,待核验,高,P1,B015,未开始,未整理,
353,案例E63,深圳湾万象天地,五、混合业态资产激活,待核验,高,P1,B015,未开始,未整理,
354,案例E64,成都regular原野,五、混合业态资产激活,待核验,高,P1,B015,未开始,未整理,
355,案例E65,拉斯维加斯Sphere（海外）,五、混合业态资产激活,待核验,高,P1,B015,未开始,未整理,
356,案例E66,广州正佳广场赛博天街,五、混合业态资产激活,待核验,高,P1,B015,未开始,未整理,
357,案例E67,广州太古汇二座,五、混合业态资产激活,待核验,高,P1,B015,未开始,未整理,
358,案例E68,纽约哈德逊广场（海外）,五、混合业态资产激活,待核验,高,P1,B015,未开始,未整理,
359,案例E9,TODAY'S SPECIAL（海外）,五、混合业态资产激活,待核验,高,P1,B015,未开始,未整理,
360,案例D10,阿那亚第一食堂,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
361,案例D100,东京下北泽BOUNS TRACK(海外),四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
362,案例D11,悉尼岩石区（海外）,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
363,案例D12,泡泡玛特阿那亚烘焙首店（POP BAKERY）,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
364,案例D14,长春大鹅花店,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
365,案例D15,露露农场花店,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
366,案例D16,首尔大林仓库（海外）,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
367,案例D17,成都麓湖隐溪川,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
368,案例D18,阿那亚aaad北岸新店,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
369,案例D19,成都poco寝室香氛店,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
370,案例D21,重庆江陵茶馆,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
371,案例D22,MONOCLE静安嘉里中心慢闪店,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
372,案例D23,宁波KARA coffee,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
373,案例D24,曼谷Piccolo Vicolo咖啡（海外）,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
374,案例D25,广州连心创意城,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
375,案例D26,华润置地陕西润比邻（世园欢乐跑）,四、社区型非标商业,待核验,高,P1,B015,未开始,未整理,
